college_name,course,eligibility,required_documents,application_start,application_deadline,admission_process,fees,placement_info,rank
IIT Kharagpur,B.Tech CSE,Minimum 75% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 340459 per year,Average package INR 16 LPA; Highest INR 65 LPA,Mid Tier
BITS Pilani,B.Tech Electrical,Minimum 76% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 442499 per year,Average package INR 13 LPA; Highest INR 31 LPA,Emerging
IIT Kharagpur,B.Tech Data Science,Minimum 67% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 448141 per year,Average package INR 11 LPA; Highest INR 17 LPA,Top Tier
Manipal Institute of Technology,B.Tech Civil,Minimum 63% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 354195 per year,Average package INR 14 LPA; Highest INR 59 LPA,Emerging
NIT Warangal,B.Tech AI & ML,Minimum 64% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 456904 per year,Average package INR 18 LPA; Highest INR 61 LPA,Top Tier
IIT Bombay,B.Tech Data Science,Minimum 70% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 287218 per year,Average package INR 21 LPA; Highest INR 41 LPA,Emerging
BITS Pilani,B.Tech IT,Minimum 60% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 315845 per year,Average package INR 15 LPA; Highest INR 22 LPA,Emerging
VIT Vellore,B.Tech Civil,Minimum 75% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 353451 per year,Average package INR 25 LPA; Highest INR 52 LPA,Top Tier
VIT Vellore,B.Tech CSE,Minimum 77% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 140667 per year,Average package INR 11 LPA; Highest INR 63 LPA,Mid Tier
Jadavpur University,B.Tech ECE,Minimum 71% in PCM with valid State CET score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 368387 per year,Average package INR 10 LPA; Highest INR 41 LPA,Mid Tier
Manipal Institute of Technology,B.Tech Data Science,Minimum 66% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 188868 per year,Average package INR 12 LPA; Highest INR 44 LPA,Emerging
RV College of Engineering,B.Tech Electrical,Minimum 63% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 129638 per year,Average package INR 9 LPA; Highest INR 61 LPA,Top Tier
Thapar University,B.Tech Data Science,Minimum 84% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 498051 per year,Average package INR 25 LPA; Highest INR 16 LPA,Top Tier
RV College of Engineering,B.Tech Mechanical,Minimum 66% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 352554 per year,Average package INR 7 LPA; Highest INR 71 LPA,Emerging
BITS Pilani,B.Tech CSE,Minimum 77% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 344300 per year,Average package INR 7 LPA; Highest INR 60 LPA,Emerging
RV College of Engineering,B.Tech CSE,Minimum 62% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 383616 per year,Average package INR 19 LPA; Highest INR 53 LPA,Mid Tier
NIT Warangal,B.Tech Biotechnology,Minimum 84% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 137652 per year,Average package INR 13 LPA; Highest INR 45 LPA,Emerging
BITS Pilani,B.Tech Electrical,Minimum 77% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),April,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 132555 per year,Average package INR 10 LPA; Highest INR 67 LPA,Emerging
Amity University,B.Tech AI & ML,Minimum 74% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 261134 per year,Average package INR 20 LPA; Highest INR 71 LPA,Emerging
IIT Kharagpur,B.Tech Data Science,Minimum 80% in PCM with valid SRMJEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,February,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 314886 per year,Average package INR 13 LPA; Highest INR 19 LPA,Top Tier
IIT Bombay,B.Tech Data Science,Minimum 65% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 317996 per year,Average package INR 24 LPA; Highest INR 54 LPA,Emerging
NIT Trichy,B.Tech ECE,Minimum 76% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,April,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 219432 per year,Average package INR 22 LPA; Highest INR 78 LPA,Top Tier
IIT Kharagpur,B.Tech CSE,Minimum 81% in PCM with valid JEE Advanced score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,January,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 281893 per year,Average package INR 17 LPA; Highest INR 31 LPA,Emerging
Thapar University,B.Tech ECE,Minimum 71% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),March,June,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 418148 per year,Average package INR 23 LPA; Highest INR 29 LPA,Top Tier
KIIT University,B.Tech ECE,Minimum 61% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),February,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 101854 per year,Average package INR 23 LPA; Highest INR 25 LPA,Emerging
BITS Pilani,B.Tech IT,Minimum 82% in PCM with valid JEE Main score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),May,May,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 243026 per year,Average package INR 16 LPA; Highest INR 72 LPA,Top Tier
PES University,B.Tech IT,Minimum 84% in PCM with valid BITSAT score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),January,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 198878 per year,Average package INR 21 LPA; Highest INR 22 LPA,Emerging
IIT Madras,B.Tech ECE,Minimum 81% in PCM with valid VITEEE score,10th Marksheet; 12th Marksheet; ID Proof; Entrance Scorecard; Passport Photo; Category Certificate (if applicable),June,March,Register online -> Fill application form -> Upload documents -> Pay application fee -> Appear for entrance exam -> Participate in counseling -> Seat allotment -> Fee payment -> Admission confirmation,INR 296373 per year,Average package INR 18 LPA; Highest INR 64 LPA,Top Tier
